レースID,ワイド,馬連,三連複,馬番1,馬番2,馬番3,30分前,10分前,5分前,オッズ,最低オッズ,最大オッズ,人気,取得時刻
202503020605,0,0,1,3,5,11,1,0,0,92.7,-1.0,-1.0,31,1188
202503020605,0,0,1,4,10,11,1,0,0,93.2,-1.0,-1.0,32,1188
202503020605,0,0,1,3,10,11,1,0,0,94.6,-1.0,-1.0,33,1188
202503020605,0,0,1,12,13,14,1,0,0,95.0,-1.0,-1.0,34,1188
202503020605,0,0,1,5,10,12,1,0,0,95.4,-1.0,-1.0,35,1188
202503020605,0,0,1,6,8,12,1,0,0,98.3,-1.0,-1.0,36,1188
202503020605,0,0,1,4,5,11,1,0,0,103.4,-1.0,-1.0,37,1188
202503020605,0,0,1,8,11,14,1,0,0,106.1,-1.0,-1.0,38,1188
202503020605,0,0,1,4,6,12,1,0,0,109.8,-1.0,-1.0,39,1188
202503020605,0,0,1,3,6,12,1,0,0,114.7,-1.0,-1.0,40,1188
202503020605,0,0,1,8,10,11,1,0,0,117.1,-1.0,-1.0,41,1188
202503020605,0,0,1,3,4,8,1,0,0,120.2,-1.0,-1.0,42,1188
202503020605,0,0,1,10,12,13,1,0,0,123.1,-1.0,-1.0,43,1188
202503020605,0,0,1,9,11,12,1,0,0,125.3,-1.0,-1.0,44,1188
202503020605,0,0,1,5,8,11,1,0,0,127.0,-1.0,-1.0,45,1188
202503020605,0,0,1,3,4,5,1,0,0,135.7,-1.0,-1.0,46,1188
202503020605,0,0,1,10,11,14,1,0,0,137.0,-1.0,-1.0,47,1188
202503020605,0,0,1,5,12,13,1,0,0,139.9,-1.0,-1.0,48,1188
202503020605,0,0,1,5,11,14,1,0,0,145.7,-1.0,-1.0,49,1188
202503020605,0,0,1,3,4,14,1,0,0,150.6,-1.0,-1.0,50,1188
202503020605,0,0,1,3,11,13,1,0,0,153.9,-1.0,-1.0,51,1188
202503020605,0,0,1,5,10,11,1,0,0,157.6,-1.0,-1.0,52,1188
202503020605,0,0,1,4,11,13,1,0,0,159.0,-1.0,-1.0,53,1188
202503020605,0,0,1,3,5,8,1,0,0,160.4,-1.0,-1.0,54,1188
202503020605,0,0,1,3,4,10,1,0,0,160.8,-1.0,-1.0,55,1188
202503020605,0,0,1,2,11,12,1,0,0,160.9,-1.0,-1.0,56,1188
202503020605,0,0,1,7,11,12,1,0,0,173.3,-1.0,-1.0,57,1188
202503020605,0,0,1,6,12,14,1,0,0,176.5,-1.0,-1.0,58,1188
202503020605,0,0,1,4,5,8,1,0,0,178.6,-1.0,-1.0,59,1188
202503020605,0,0,1,1,11,12,1,0,0,182.1,-1.0,-1.0,60,1188
202503020605,0,0,1,4,8,10,1,0,0,185.1,-1.0,-1.0,61,1188
202503020605,0,0,1,8,11,13,1,0,0,190.1,-1.0,-1.0,62,1188
202503020605,0,0,1,6,10,12,1,0,0,193.4,-1.0,-1.0,63,1188
202503020605,0,0,1,3,8,14,1,0,0,193.7,-1.0,-1.0,64,1188
202503020605,0,0,1,4,9,12,1,0,0,197.8,-1.0,-1.0,65,1188
202503020605,0,0,1,4,7,12,1,0,0,202.0,-1.0,-1.0,66,1188
202503020605,0,0,1,4,8,14,1,0,0,202.7,-1.0,-1.0,67,1188
202503020605,0,0,1,11,13,14,1,0,0,206.5,-1.0,-1.0,68,1188
202503020605,0,0,1,3,8,10,1,0,0,207.1,-1.0,-1.0,69,1188
202503020605,0,0,1,4,5,10,1,0,0,209.9,-1.0,-1.0,70,1188
202503020605,0,0,1,3,9,12,1,0,0,217.4,-1.0,-1.0,71,1188
202503020605,0,0,1,4,10,14,1,0,0,227.1,-1.0,-1.0,72,1188
202503020605,0,0,1,5,6,12,1,0,0,237.5,-1.0,-1.0,73,1188
202503020605,0,0,1,4,5,14,1,0,0,238.4,-1.0,-1.0,74,1188
202503020605,0,0,1,3,5,10,1,0,0,246.8,-1.0,-1.0,75,1188
202503020605,0,0,1,3,4,13,1,0,0,248.0,-1.0,-1.0,76,1188
202503020605,0,0,1,8,9,12,1,0,0,252.6,-1.0,-1.0,77,1188
202503020605,0,0,1,3,7,12,1,0,0,252.6,-1.0,-1.0,78,1188
202503020605,0,0,1,3,5,14,1,0,0,253.3,-1.0,-1.0,79,1188
202503020605,0,0,1,10,11,13,1,0,0,267.2,-1.0,-1.0,80,1188
202503020605,0,0,1,5,11,13,1,0,0,276.8,-1.0,-1.0,81,1188
202503020605,0,0,1,9,12,14,1,0,0,281.1,-1.0,-1.0,82,1188
202503020605,0,0,1,2,4,12,1,0,0,281.5,-1.0,-1.0,83,1188
202503020605,0,0,1,3,10,14,1,0,0,282.1,-1.0,-1.0,84,1188
202503020605,0,0,1,6,12,13,1,0,0,284.3,-1.0,-1.0,85,1188
202503020605,0,0,1,4,8,13,1,0,0,285.0,-1.0,-1.0,86,1188
202503020605,0,0,1,7,8,12,1,0,0,288.8,-1.0,-1.0,87,1188
202503020605,0,0,1,3,8,13,1,0,0,290.1,-1.0,-1.0,88,1188
202503020605,0,0,1,2,3,12,1,0,0,295.2,-1.0,-1.0,89,1188
202503020605,0,0,1,3,6,11,1,0,0,296.0,-1.0,-1.0,90,1188
202503020605,0,0,1,5,8,14,1,0,0,312.4,-1.0,-1.0,91,1188
202503020605,0,0,1,5,8,13,1,0,0,322.2,-1.0,-1.0,92,1188
202503020605,0,0,1,2,8,12,1,0,0,324.1,-1.0,-1.0,93,1188
202503020605,0,0,1,9,10,12,1,0,0,341.9,-1.0,-1.0,94,1188
202503020605,0,0,1,5,8,10,1,0,0,343.3,-1.0,-1.0,95,1188
202503020605,0,0,1,8,10,14,1,0,0,346.1,-1.0,-1.0,96,1188
202503020605,0,0,1,4,6,11,1,0,0,353.1,-1.0,-1.0,97,1188
202503020605,0,0,1,4,6,8,1,0,0,353.1,-1.0,-1.0,98,1188
202503020605,0,0,1,7,10,12,1,0,0,355.8,-1.0,-1.0,99,1188
202503020605,0,0,1,6,8,11,1,0,0,363.4,-1.0,-1.0,100,1188
202503020605,0,0,1,3,11,12,1,0,0,17.6,-1.0,-1.0,1,1188
202503020605,0,0,1,4,11,12,1,0,0,18.6,-1.0,-1.0,2,1188
202503020605,0,0,1,8,11,12,1,0,0,22.9,-1.0,-1.0,3,1188
202503020605,0,0,1,11,12,14,1,0,0,22.9,-1.0,-1.0,4,1188
202503020605,0,0,1,10,11,12,1,0,0,29.4,-1.0,-1.0,5,1188
202503020605,0,0,1,3,4,12,1,0,0,32.3,-1.0,-1.0,6,1188
202503020605,0,0,1,4,8,12,1,0,0,33.6,-1.0,-1.0,7,1188
202503020605,0,0,1,5,11,12,1,0,0,35.0,-1.0,-1.0,8,1188
202503020605,0,0,1,3,8,12,1,0,0,36.4,-1.0,-1.0,9,1188
202503020605,0,0,1,11,12,13,1,0,0,42.2,-1.0,-1.0,10,1188
202503020605,0,0,1,4,12,14,1,0,0,45.5,-1.0,-1.0,11,1188
202503020605,0,0,1,4,10,12,1,0,0,47.2,-1.0,-1.0,12,1188
202503020605,0,0,1,3,12,14,1,0,0,47.5,-1.0,-1.0,13,1188
202503020605,0,0,1,3,10,12,1,0,0,53.0,-1.0,-1.0,14,1188
202503020605,0,0,1,8,12,14,1,0,0,53.7,-1.0,-1.0,15,1188
202503020605,0,0,1,3,5,12,1,0,0,55.2,-1.0,-1.0,16,1188
202503020605,0,0,1,8,10,12,1,0,0,56.6,-1.0,-1.0,17,1188
202503020605,0,0,1,3,4,11,1,0,0,57.3,-1.0,-1.0,18,1188
202503020605,0,0,1,4,5,12,1,0,0,57.4,-1.0,-1.0,19,1188
202503020605,0,0,1,5,8,12,1,0,0,61.2,-1.0,-1.0,20,1188
202503020605,0,0,1,4,8,11,1,0,0,67.4,-1.0,-1.0,21,1188
202503020605,0,0,1,3,8,11,1,0,0,68.4,-1.0,-1.0,22,1188
202503020605,0,0,1,3,11,14,1,0,0,75.5,-1.0,-1.0,23,1188
202503020605,0,0,1,4,12,13,1,0,0,77.9,-1.0,-1.0,24,1188
202503020605,0,0,1,10,12,14,1,0,0,78.1,-1.0,-1.0,25,1188
202503020605,0,0,1,3,12,13,1,0,0,79.9,-1.0,-1.0,26,1188
202503020605,0,0,1,4,11,14,1,0,0,80.6,-1.0,-1.0,27,1188
202503020605,0,0,1,8,12,13,1,0,0,80.9,-1.0,-1.0,28,1188
202503020605,0,0,1,5,12,14,1,0,0,83.4,-1.0,-1.0,29,1188
202503020605,0,0,1,6,11,12,1,0,0,91.0,-1.0,-1.0,30,1188
202503020605,0,0,1,3,5,11,1,0,0,92.7,-1.0,-1.0,31,1188
202503020605,0,0,1,4,10,11,1,0,0,93.2,-1.0,-1.0,32,1188
202503020605,0,0,1,3,10,11,1,0,0,94.6,-1.0,-1.0,33,1188
202503020605,0,0,1,12,13,14,1,0,0,95.0,-1.0,-1.0,34,1188
202503020605,0,0,1,5,10,12,1,0,0,95.4,-1.0,-1.0,35,1188
202503020605,0,0,1,6,8,12,1,0,0,98.3,-1.0,-1.0,36,1188
202503020605,0,0,1,4,5,11,1,0,0,103.4,-1.0,-1.0,37,1188
202503020605,0,0,1,8,11,14,1,0,0,106.1,-1.0,-1.0,38,1188
202503020605,0,0,1,4,6,12,1,0,0,109.8,-1.0,-1.0,39,1188
202503020605,0,0,1,3,6,12,1,0,0,114.7,-1.0,-1.0,40,1188
202503020605,0,0,1,8,10,11,1,0,0,117.1,-1.0,-1.0,41,1188
202503020605,0,0,1,3,4,8,1,0,0,120.2,-1.0,-1.0,42,1188
202503020605,0,0,1,10,12,13,1,0,0,123.1,-1.0,-1.0,43,1188
202503020605,0,0,1,9,11,12,1,0,0,125.3,-1.0,-1.0,44,1188
202503020605,0,0,1,5,8,11,1,0,0,127.0,-1.0,-1.0,45,1188
202503020605,0,0,1,3,4,5,1,0,0,135.7,-1.0,-1.0,46,1188
202503020605,0,0,1,10,11,14,1,0,0,137.0,-1.0,-1.0,47,1188
202503020605,0,0,1,5,12,13,1,0,0,139.9,-1.0,-1.0,48,1188
202503020605,0,0,1,5,11,14,1,0,0,145.7,-1.0,-1.0,49,1188
202503020605,0,0,1,3,4,14,1,0,0,150.6,-1.0,-1.0,50,1188
